source_path,relative_path,experiment_id,experiment_name,run_split,size_bytes,modified_time,parse_status,notes
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/fft_regression/array_03/logs/train/events.out.tfevents.1763120172.ubuntusrv.21651.0.v2,FFT_EfficientNet_1/output/fft_regression/array_03/logs/train/events.out.tfevents.1763120172.ubuntusrv.21651.0.v2,EXP-008,EfficientNet FFT severity regression,train,1484590,2025-11-17T10:01:35,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/fft_regression/array_03/logs/train/events.out.tfevents.1763296520.ubuntusrv.12528.0.v2,FFT_EfficientNet_1/output/fft_regression/array_03/logs/train/events.out.tfevents.1763296520.ubuntusrv.12528.0.v2,EXP-008,EfficientNet FFT severity regression,train,1486480,2025-11-17T10:01:35,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/fft_regression/array_03/logs/validation/events.out.tfevents.1763108362.ubuntusrv.27762.1.v2,FFT_EfficientNet_1/output/fft_regression/array_03/logs/validation/events.out.tfevents.1763108362.ubuntusrv.27762.1.v2,EXP-008,EfficientNet FFT severity regression,validation,21724,2025-11-17T10:00:24,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/fft_regression/array_03/logs/validation/events.out.tfevents.1763118289.ubuntusrv.25944.1.v2,FFT_EfficientNet_1/output/fft_regression/array_03/logs/validation/events.out.tfevents.1763118289.ubuntusrv.25944.1.v2,EXP-008,EfficientNet FFT severity regression,validation,21724,2025-11-17T10:00:24,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/fft_regression/array_03/logs/validation/events.out.tfevents.1763120194.ubuntusrv.21651.1.v2,FFT_EfficientNet_1/output/fft_regression/array_03/logs/validation/events.out.tfevents.1763120194.ubuntusrv.21651.1.v2,EXP-008,EfficientNet FFT severity regression,validation,22034,2025-11-17T10:00:24,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/fft_regression/array_03/logs/validation/events.out.tfevents.1763296542.ubuntusrv.12528.1.v2,FFT_EfficientNet_1/output/fft_regression/array_03/logs/validation/events.out.tfevents.1763296542.ubuntusrv.12528.1.v2,EXP-008,EfficientNet FFT severity regression,validation,26374,2025-11-17T10:00:24,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/train/events.out.tfevents.1758782241.ubuntusrv.22102.0.v2,FFT_EfficientNet_1/output/image_translation/array_03/logs/train/events.out.tfevents.1758782241.ubuntusrv.22102.0.v2,EXP-007,1D percentage label profile regression,train,7925,2025-11-17T10:00:24,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/train/events.out.tfevents.1758782488.ubuntusrv.3728.0.v2,FFT_EfficientNet_1/output/image_translation/array_03/logs/train/events.out.tfevents.1758782488.ubuntusrv.3728.0.v2,EXP-007,1D percentage label profile regression,train,7925,2025-11-17T10:00:24,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/train/events.out.tfevents.1758782660.ubuntusrv.39349.0.v2,FFT_EfficientNet_1/output/image_translation/array_03/logs/train/events.out.tfevents.1758782660.ubuntusrv.39349.0.v2,EXP-007,1D percentage label profile regression,train,137431,2025-11-17T10:00:24,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/train/events.out.tfevents.1758873492.ubuntusrv.31976.0.v2,FFT_EfficientNet_1/output/image_translation/array_03/logs/train/events.out.tfevents.1758873492.ubuntusrv.31976.0.v2,EXP-007,1D percentage label profile regression,train,1675563,2025-11-17T10:01:35,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/train/events.out.tfevents.1758878579.ubuntusrv.13912.0.v2,FFT_EfficientNet_1/output/image_translation/array_03/logs/train/events.out.tfevents.1758878579.ubuntusrv.13912.0.v2,EXP-007,1D percentage label profile regression,train,1479591,2025-11-17T10:01:35,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/train/events.out.tfevents.1759026243.ubuntusrv.4459.0.v2,FFT_EfficientNet_1/output/image_translation/array_03/logs/train/events.out.tfevents.1759026243.ubuntusrv.4459.0.v2,EXP-007,1D percentage label profile regression,train,1485936,2025-11-17T10:01:35,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/validation/events.out.tfevents.1758782669.ubuntusrv.39349.1.v2,FFT_EfficientNet_1/output/image_translation/array_03/logs/validation/events.out.tfevents.1758782669.ubuntusrv.39349.1.v2,EXP-007,1D percentage label profile regression,validation,34144,2025-11-17T10:00:24,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/validation/events.out.tfevents.1758873522.ubuntusrv.31976.1.v2,FFT_EfficientNet_1/output/image_translation/array_03/logs/validation/events.out.tfevents.1758873522.ubuntusrv.31976.1.v2,EXP-007,1D percentage label profile regression,validation,28854,2025-11-17T10:00:24,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/validation/events.out.tfevents.1758878607.ubuntusrv.13912.1.v2,FFT_EfficientNet_1/output/image_translation/array_03/logs/validation/events.out.tfevents.1758878607.ubuntusrv.13912.1.v2,EXP-007,1D percentage label profile regression,validation,16454,2025-11-17T10:00:24,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/validation/events.out.tfevents.1759026265.ubuntusrv.4459.1.v2,FFT_EfficientNet_1/output/image_translation/array_03/logs/validation/events.out.tfevents.1759026265.ubuntusrv.4459.1.v2,EXP-007,1D percentage label profile regression,validation,31024,2025-11-17T10:00:24,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/1D+percentage_Label/output/image_translation/array_03/logs/train/events.out.tfevents.1758782241.ubuntusrv.22102.0.v2,temp_result/1D+percentage_Label/output/image_translation/array_03/logs/train/events.out.tfevents.1758782241.ubuntusrv.22102.0.v2,EXP-007,1D percentage label profile regression,train,7925,2025-09-28T16:34:55,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/1D+percentage_Label/output/image_translation/array_03/logs/train/events.out.tfevents.1758782488.ubuntusrv.3728.0.v2,temp_result/1D+percentage_Label/output/image_translation/array_03/logs/train/events.out.tfevents.1758782488.ubuntusrv.3728.0.v2,EXP-007,1D percentage label profile regression,train,7925,2025-09-28T16:34:55,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/1D+percentage_Label/output/image_translation/array_03/logs/train/events.out.tfevents.1758782660.ubuntusrv.39349.0.v2,temp_result/1D+percentage_Label/output/image_translation/array_03/logs/train/events.out.tfevents.1758782660.ubuntusrv.39349.0.v2,EXP-007,1D percentage label profile regression,train,137431,2025-09-28T16:34:55,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/1D+percentage_Label/output/image_translation/array_03/logs/train/events.out.tfevents.1758873492.ubuntusrv.31976.0.v2,temp_result/1D+percentage_Label/output/image_translation/array_03/logs/train/events.out.tfevents.1758873492.ubuntusrv.31976.0.v2,EXP-007,1D percentage label profile regression,train,1675563,2025-09-28T16:34:56,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/1D+percentage_Label/output/image_translation/array_03/logs/train/events.out.tfevents.1758878579.ubuntusrv.13912.0.v2,temp_result/1D+percentage_Label/output/image_translation/array_03/logs/train/events.out.tfevents.1758878579.ubuntusrv.13912.0.v2,EXP-007,1D percentage label profile regression,train,1479591,2025-09-28T16:34:56,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/1D+percentage_Label/output/image_translation/array_03/logs/train/events.out.tfevents.1759026243.ubuntusrv.4459.0.v2,temp_result/1D+percentage_Label/output/image_translation/array_03/logs/train/events.out.tfevents.1759026243.ubuntusrv.4459.0.v2,EXP-007,1D percentage label profile regression,train,1485936,2025-09-28T16:34:56,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/1D+percentage_Label/output/image_translation/array_03/logs/validation/events.out.tfevents.1758782669.ubuntusrv.39349.1.v2,temp_result/1D+percentage_Label/output/image_translation/array_03/logs/validation/events.out.tfevents.1758782669.ubuntusrv.39349.1.v2,EXP-007,1D percentage label profile regression,validation,34144,2025-09-28T16:34:56,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/1D+percentage_Label/output/image_translation/array_03/logs/validation/events.out.tfevents.1758873522.ubuntusrv.31976.1.v2,temp_result/1D+percentage_Label/output/image_translation/array_03/logs/validation/events.out.tfevents.1758873522.ubuntusrv.31976.1.v2,EXP-007,1D percentage label profile regression,validation,28854,2025-09-28T16:34:56,needs_tensorboard_dependency,TensorBoard EventAccumulator unavailable locally; no scalar values extracted or inferred.
